timestamp,accX,accY,accZ,temp,device_id
2026-08-05T10:17:24.223595,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.282875,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.762806,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.822153,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.881372,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.883285,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.942796,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.002085,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.061587,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.063283,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.122790,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.182138,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.241476,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.243293,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.302772,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.722922,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.782797,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.842134,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.901338,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.903283,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:25.962775,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.022130,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.081381,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.083266,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.142780,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.202239,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.261368,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.263378,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.742822,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.802134,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:26.861459,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
